0.000000000000000000e+00 -1.255525399779803930e+00 -1.255525399779803930e+00 -1.245252319240198080e+00 -1.245252319240196082e+00 -1.188259930826298216e+00 -1.188259930826297994e+00 -1.153148874256639589e+00 -1.153148874256639145e+00 -1.101732095986031945e+00 -1.101732095986031945e+00 -1.048466425406888503e+00 -1.048466425406888503e+00 -1.028685141196252983e+00 -1.028685141196252761e+00 -2.574466471588581743e-04 -2.574466471588081925e-04 2.574466471595616046e-04 2.574466471596105021e-04 1.028685141196252317e+00 1.028685141196252539e+00 1.048466425406887170e+00 1.048466425406887836e+00 1.101732095986031945e+00 1.101732095986032167e+00 1.153148874256638923e+00 1.153148874256639145e+00 1.188259930826297328e+00 1.188259930826298216e+00 1.245252319240195860e+00 1.245252319240195860e+00 1.255525399779803708e+00 1.255525399779804152e+00
1.000000000000000000e+00 -1.259878217116894961e+00 -1.259878217116894517e+00 -1.241061931068317525e+00 -1.241061931068317303e+00 -1.189528637373870712e+00 -1.189528637373870268e+00 -1.152091013142365838e+00 -1.152091013142365172e+00 -1.102148470800714319e+00 -1.102148470800714319e+00 -1.048295832905277836e+00 -1.048295832905277392e+00 -1.028814600272333735e+00 -1.028814600272333735e+00 -1.472083291709218311e-02 -1.472083291709214668e-02 1.472083291709153086e-02 1.472083291709175290e-02 1.028814600272333513e+00 1.028814600272333513e+00 1.048295832905277614e+00 1.048295832905277836e+00 1.102148470800714097e+00 1.102148470800714319e+00 1.152091013142366061e+00 1.152091013142366061e+00 1.189528637373869824e+00 1.189528637373870268e+00 1.241061931068317525e+00 1.241061931068317747e+00 1.259878217116894072e+00 1.259878217116894072e+00
2.000000000000000000e+00 -1.267290000592730559e+00 -1.267290000592730115e+00 -1.234138019068285796e+00 -1.234138019068285574e+00 -1.192963055753831325e+00 -1.192963055753831103e+00 -1.149289571590251580e+00 -1.149289571590251358e+00 -1.103377105692950666e+00 -1.103377105692950666e+00 -1.047803664497423792e+00 -1.047803664497423348e+00 -1.029202258911817269e+00 -1.029202258911816825e+00 -2.943572049934481058e-02 -2.943572049934428322e-02 2.943572049934486262e-02 2.943572049934508467e-02 1.029202258911816825e+00 1.029202258911817491e+00 1.047803664497423348e+00 1.047803664497423348e+00 1.103377105692949556e+00 1.103377105692949778e+00 1.149289571590251580e+00 1.149289571590251580e+00 1.192963055753830881e+00 1.192963055753830881e+00 1.234138019068286463e+00 1.234138019068287573e+00 1.267290000592730115e+00 1.267290000592730337e+00
3.000000000000000000e+00 -1.275302427066207001e+00 -1.275302427066206556e+00 -1.226940765330764238e+00 -1.226940765330764016e+00 -1.197867367110172498e+00 -1.197867367110172498e+00 -1.145441728252666547e+00 -1.145441728252666547e+00 -1.105362223170855751e+00 -1.105362223170855529e+00 -1.047042949834410264e+00 -1.047042949834410264e+00 -1.029845923920624795e+00 -1.029845923920624573e+00 -4.414622148631285048e-02 -4.414622148631259374e-02 4.414622148631391213e-02 4.414622148631413417e-02 1.029845923920624351e+00 1.029845923920624573e+00 1.047042949834409820e+00 1.047042949834410708e+00 1.105362223170856195e+00 1.105362223170856417e+00 1.145441728252665214e+00 1.145441728252665214e+00 1.197867367110172054e+00 1.197867367110173387e+00 1.226940765330763350e+00 1.226940765330764904e+00 1.275302427066206779e+00 1.275302427066207001e+00
4.000000000000000000e+00 -1.283594655067556323e+00 -1.283594655067556323e+00 -1.219794499473243254e+00 -1.219794499473242810e+00 -1.203708054813601658e+00 -1.203708054813601658e+00 -1.141083397855193970e+00 -1.141083397855193970e+00 -1.108026212553585133e+00 -1.108026212553585133e+00 -1.046086331739326081e+00 -1.046086331739325637e+00 -1.030741810815793080e+00 -1.030741810815793080e+00 -5.884920456110475512e-02 -5.884920456110458165e-02 5.884920456110345061e-02 5.884920456110389470e-02 1.030741810815792858e+00 1.030741810815793524e+00 1.046086331739324526e+00 1.046086331739325859e+00 1.108026212553585133e+00 1.108026212553585799e+00 1.141083397855193526e+00 1.141083397855193970e+00 1.203708054813601880e+00 1.203708054813601880e+00 1.219794499473242144e+00 1.219794499473242588e+00 1.283594655067556545e+00 1.283594655067556767e+00
5.000000000000000000e+00 -1.292088426586768479e+00 -1.292088426586768257e+00 -1.212783314788517419e+00 -1.212783314788515865e+00 -1.210173184382647316e+00 -1.210173184382646427e+00 -1.136530164963620582e+00 -1.136530164963620582e+00 -1.111283483207848199e+00 -1.111283483207848199e+00 -1.045011497694974700e+00 -1.045011497694974478e+00 -1.031884334030316541e+00 -1.031884334030316319e+00 -7.354198846749218643e-02 -7.354198846749168683e-02 7.354198846749217255e-02 7.354198846749239460e-02 1.031884334030316763e+00 1.031884334030316763e+00 1.045011497694973812e+00 1.045011497694974256e+00 1.111283483207848644e+00 1.111283483207848644e+00 1.136530164963619027e+00 1.136530164963619693e+00 1.210173184382646872e+00 1.210173184382647760e+00 1.212783314788517641e+00 1.212783314788517863e+00 1.292088426586768257e+00 1.292088426586768923e+00
6.000000000000000000e+00 -1.300754388830934971e+00 -1.300754388830934527e+00 -1.217089696947617705e+00 -1.217089696947617039e+00 -1.205946091418883537e+00 -1.205946091418882427e+00 -1.131960324187694100e+00 -1.131960324187693434e+00 -1.115049384984083458e+00 -1.115049384984083458e+00 -1.043890918197763806e+00 -1.043890918197763806e+00 -1.033265778653244871e+00 -1.033265778653244871e+00 -8.822196683473527978e-02 -8.822196683473496059e-02 8.822196683473583489e-02 8.822196683473583489e-02 1.033265778653244427e+00 1.033265778653244649e+00 1.043890918197763140e+00 1.043890918197763584e+00 1.115049384984083236e+00 1.115049384984083680e+00 1.131960324187692990e+00 1.131960324187692990e+00 1.205946091418882649e+00 1.205946091418883315e+00 1.217089696947617261e+00 1.217089696947617927e+00 1.300754388830935193e+00 1.300754388830935193e+00
7.000000000000000000e+00 -1.309578040784048936e+00 -1.309578040784048270e+00 -1.224358690366713853e+00 -1.224358690366713853e+00 -1.199313094257397294e+00 -1.199313094257397294e+00 -1.127480093141136619e+00 -1.127480093141136175e+00 -1.119242657803335650e+00 -1.119242657803335650e+00 -1.042786857487434604e+00 -1.042786857487434382e+00 -1.034875813234901631e+00 -1.034875813234901631e+00 -1.028865545407108145e-01 -1.028865545407099125e-01 1.028865545407106896e-01 1.028865545407106896e-01 1.034875813234901631e+00 1.034875813234902076e+00 1.042786857487433938e+00 1.042786857487434160e+00 1.119242657803334540e+00 1.119242657803335428e+00 1.127480093141135287e+00 1.127480093141135509e+00 1.199313094257396850e+00 1.199313094257397294e+00 1.224358690366713409e+00 1.224358690366713853e+00 1.309578040784048936e+00 1.309578040784049158e+00
8.000000000000000000e+00 -1.318550623874494843e+00 -1.318550623874494843e+00 -1.231920444172176055e+00 -1.231920444172176055e+00 -1.192920121540656853e+00 -1.192920121540656408e+00 -1.123781551291213932e+00 -1.123781551291213487e+00 -1.123159302855896380e+00 -1.123159302855895270e+00 -1.041750220480357259e+00 -1.041750220480357036e+00 -1.036700782729512271e+00 -1.036700782729512271e+00 -1.175331742759971321e-01 -1.175331742759969655e-01 1.175331742759969933e-01 1.175331742759972153e-01 1.036700782729512049e+00 1.036700782729512271e+00 1.041750220480355926e+00 1.041750220480355926e+00 1.123159302855896380e+00 1.123159302855896602e+00 1.123781551291213709e+00 1.123781551291213932e+00 1.192920121540657075e+00 1.192920121540657963e+00 1.231920444172175833e+00 1.231920444172176277e+00 1.318550623874495065e+00 1.318550623874495509e+00
9.000000000000000000e+00 -1.327665980494013187e+00 -1.327665980494013187e+00 -1.239736661625062242e+00 -1.239736661625062242e+00 -1.186822309737333381e+00 -1.186822309737333159e+00 -1.128572292324219184e+00 -1.128572292324218962e+00 -1.119050180325487531e+00 -1.119050180325487087e+00 -1.040821428684724603e+00 -1.040821428684723715e+00 -1.038722693560363730e+00 -1.038722693560363064e+00 -1.321592520434458906e-01 -1.321592520434455575e-01 1.321592520434453633e-01 1.321592520434457796e-01 1.038722693560362842e+00 1.038722693560363286e+00 1.040821428684723715e+00 1.040821428684724159e+00 1.119050180325487975e+00 1.119050180325488197e+00 1.128572292324218962e+00 1.128572292324219406e+00 1.186822309737332715e+00 1.186822309737333381e+00 1.239736661625062020e+00 1.239736661625062464e+00 1.327665980494012743e+00 1.327665980494012965e+00
1.000000000000000000e+01 -1.336919269588362269e+00 -1.336919269588362269e+00 -1.247781301443233515e+00 -1.247781301443233515e+00 -1.181119824293205056e+00 -1.181119824293204834e+00 -1.133483059309716490e+00 -1.133483059309716268e+00 -1.115197971047841463e+00 -1.115197971047841241e+00 -1.040917770302540291e+00 -1.040917770302540069e+00 -1.040032047484377165e+00 -1.040032047484376498e+00 -1.467622153399774088e-01 -1.467622153399770202e-01 1.467622153399781304e-01 1.467622153399783524e-01 1.040032047484376498e+00 1.040032047484376942e+00 1.040917770302539624e+00 1.040917770302540069e+00 1.115197971047840575e+00 1.115197971047841463e+00 1.133483059309716712e+00 1.133483059309717156e+00 1.181119824293203724e+00 1.181119824293203946e+00 1.247781301443233737e+00 1.247781301443234625e+00 1.336919269588362491e+00 1.336919269588362491e+00
1.100000000000000000e+01 -1.346306373085180308e+00 -1.346306373085180086e+00 -1.256035654766697540e+00 -1.256035654766697096e+00 -1.176018560748651742e+00 -1.176018560748651298e+00 -1.138282184794577434e+00 -1.138282184794577212e+00 -1.111647894521366808e+00 -1.111647894521366586e+00 -1.043254435388148327e+00 -1.043254435388148327e+00 -1.039406484900804672e+00 -1.039406484900804672e+00 -1.613394923152973726e-01 -1.613394923152973170e-01 1.613394923152984828e-01 1.613394923152991489e-01 1.039406484900804450e+00 1.039406484900804895e+00 1.043254435388147883e+00 1.043254435388148105e+00 1.111647894521365476e+00 1.111647894521365476e+00 1.138282184794576990e+00 1.138282184794577434e+00 1.176018560748650854e+00 1.176018560748651742e+00 1.256035654766696430e+00 1.256035654766697540e+00 1.346306373085180086e+00 1.346306373085180530e+00
1.200000000000000000e+01 -1.355823595056825370e+00 -1.355823595056824926e+00 -1.264485583760487364e+00 -1.264485583760487364e+00 -1.171978130732505230e+00 -1.171978130732505008e+00 -1.142488992464778974e+00 -1.142488992464778752e+00 -1.108450654576607297e+00 -1.108450654576607297e+00 -1.045690573468041284e+00 -1.045690573468041284e+00 -1.038963479351852959e+00 -1.038963479351852959e+00 -1.758885113392577026e-01 -1.758885113392562316e-01 1.758885113392571753e-01 1.758885113392571753e-01 1.038963479351852737e+00 1.038963479351852959e+00 1.045690573468041507e+00 1.045690573468041729e+00 1.108450654576606853e+00 1.108450654576607519e+00 1.142488992464779196e+00 1.142488992464779196e+00 1.171978130732505674e+00 1.171978130732505896e+00 1.264485583760486698e+00 1.264485583760487142e+00 1.355823595056824704e+00 1.355823595056825370e+00
1.300000000000000000e+01 -1.365467497940639374e+00 -1.365467497940639152e+00 -1.273119906502494292e+00 -1.273119906502494070e+00 -1.169949590971304687e+00 -1.169949590971304465e+00 -1.145135041490814798e+00 -1.145135041490814576e+00 -1.105667517083789519e+00 -1.105667517083789519e+00 -1.048170083154184917e+00 -1.048170083154184029e+00 -1.038717300969484780e+00 -1.038717300969484780e+00 -1.904067007593822358e-01 -1.904067007593804317e-01 1.904067007593791827e-01 1.904067007593805150e-01 1.038717300969485224e+00 1.038717300969485224e+00 1.048170083154184695e+00 1.048170083154184695e+00 1.105667517083789742e+00 1.105667517083789964e+00 1.145135041490815464e+00 1.145135041490815908e+00 1.169949590971305131e+00 1.169949590971305353e+00 1.273119906502494292e+00 1.273119906502494292e+00 1.365467497940638708e+00 1.365467497940639152e+00
1.400000000000000000e+01 -1.375234808215715754e+00 -1.375234808215715754e+00 -1.281929415602030220e+00 -1.281929415602030220e+00 -1.171014160445268182e+00 -1.171014160445267960e+00 -1.145124587147463791e+00 -1.145124587147463346e+00 -1.103374983996816994e+00 -1.103374983996816772e+00 -1.050619199644611923e+00 -1.050619199644611479e+00 -1.038678679992127263e+00 -1.038678679992127041e+00 -2.048914887550804809e-01 -2.048914887550795094e-01 2.048914887550800368e-01 2.048914887550800368e-01 1.038678679992126819e+00 1.038678679992127263e+00 1.050619199644611701e+00 1.050619199644611701e+00 1.103374983996816772e+00 1.103374983996816994e+00 1.145124587147461792e+00 1.145124587147463124e+00 1.171014160445267516e+00 1.171014160445268404e+00 1.281929415602030664e+00 1.281929415602030664e+00 1.375234808215715976e+00 1.375234808215715976e+00
1.500000000000000000e+01 -1.385122359620688082e+00 -1.385122359620687638e+00 -1.290906261255890808e+00 -1.290906261255890142e+00 -1.174927242201921018e+00 -1.174927242201920574e+00 -1.142689930726989544e+00 -1.142689930726988878e+00 -1.101667680852562059e+00 -1.101667680852561837e+00 -1.052944240311318058e+00 -1.052944240311318058e+00 -1.038855504586993161e+00 -1.038855504586993161e+00 -2.193403032449306733e-01 -2.193403032449301182e-01 2.193403032449300905e-01 2.193403032449301737e-01 1.038855504586993383e+00 1.038855504586993606e+00 1.052944240311318502e+00 1.052944240311320501e+00 1.101667680852562281e+00 1.101667680852562725e+00 1.142689930726987102e+00 1.142689930726987324e+00 1.174927242201920574e+00 1.174927242201920796e+00 1.290906261255890142e+00 1.290906261255891030e+00 1.385122359620687638e+00 1.385122359620688082e+00
1.600000000000000000e+01 -1.395127057775184198e+00 -1.395127057775183310e+00 -1.300043551570769562e+00 -1.300043551570769562e+00 -1.180535465830137021e+00 -1.180535465830136799e+00 -1.138973914215223537e+00 -1.138973914215223093e+00 -1.100655911018806332e+00 -1.100655911018806110e+00 -1.055034467033847845e+00 -1.055034467033847623e+00 -1.039253332732921198e+00 -1.039253332732920976e+00 -2.337505718253461151e-01 -2.337505718253457265e-01 2.337505718253456988e-01 2.337505718253466425e-01 1.039253332732920754e+00 1.039253332732920754e+00 1.055034467033846735e+00 1.055034467033847179e+00 1.100655911018805888e+00 1.100655911018806554e+00 1.138973914215223759e+00 1.138973914215224648e+00 1.180535465830136355e+00 1.180535465830136577e+00 1.300043551570769562e+00 1.300043551570770450e+00 1.395127057775183310e+00 1.395127057775183976e+00
