0.000000000000000000e+00 -2.190383201057816809e+00 -2.190383201057816809e+00 -2.190383201057815921e+00 -2.190383201057815032e+00 -2.054275484584866085e+00 -2.054275484584866085e+00 -2.054275484584866085e+00 -2.054275484584865641e+00 -1.833715467247291953e+00 -1.833715467247291286e+00 -1.833715467247290620e+00 -1.833715467247290620e+00 -1.548526917825428395e+00 -1.548526917825427729e+00 -1.548526917825427285e+00 -1.548526917825426619e+00 -1.247652660545830017e+00 -1.247652660545830017e+00 -1.247652660545828462e+00 -1.247652660545828018e+00 -1.032031237191191275e+00 -1.032031237191191053e+00 -1.032031237191190165e+00 -1.032031237191190165e+00 1.032031237191190165e+00 1.032031237191190165e+00 1.032031237191190609e+00 1.032031237191191053e+00 1.247652660545828684e+00 1.247652660545829351e+00 1.247652660545829573e+00 1.247652660545830017e+00 1.548526917825425953e+00 1.548526917825426841e+00 1.548526917825427285e+00 1.548526917825427285e+00 1.833715467247289732e+00 1.833715467247290620e+00 1.833715467247290842e+00 1.833715467247291508e+00 2.054275484584865641e+00 2.054275484584865641e+00 2.054275484584866085e+00 2.054275484584866973e+00 2.190383201057814588e+00 2.190383201057815921e+00 2.190383201057817253e+00 2.190383201057817697e+00
1.000000000000000000e+00 -2.197223506616928113e+00 -2.197223506616927668e+00 -2.183522711066752109e+00 -2.183522711066751221e+00 -2.060630415565223306e+00 -2.060630415565221973e+00 -2.047905717437040529e+00 -2.047905717437039641e+00 -1.839351160932497731e+00 -1.839351160932497509e+00 -1.828073182952050235e+00 -1.828073182952050235e+00 -1.553258355742506147e+00 -1.553258355742506147e+00 -1.543799887669703219e+00 -1.543799887669703219e+00 -1.251203007075574192e+00 -1.251203007075574192e+00 -1.244120348951484267e+00 -1.244120348951484045e+00 -1.033947237338392444e+00 -1.033947237338392222e+00 -1.030123223939391153e+00 -1.030123223939391153e+00 1.030123223939389376e+00 1.030123223939391597e+00 1.033947237338391778e+00 1.033947237338392444e+00 1.244120348951484045e+00 1.244120348951484711e+00 1.251203007075574414e+00 1.251203007075575080e+00 1.543799887669703885e+00 1.543799887669704329e+00 1.553258355742506369e+00 1.553258355742506813e+00 1.828073182952050901e+00 1.828073182952051123e+00 1.839351160932498841e+00 1.839351160932499285e+00 2.047905717437037865e+00 2.047905717437038753e+00 2.060630415565220641e+00 2.060630415565221529e+00 2.183522711066751665e+00 2.183522711066752997e+00 2.197223506616927668e+00 2.197223506616928557e+00
2.000000000000000000e+00 -2.204043383532469758e+00 -2.204043383532469313e+00 -2.176642284206387945e+00 -2.176642284206387057e+00 -2.066970218225097078e+00 -2.066970218225096634e+00 -2.041521410609302478e+00 -2.041521410609302034e+00 -1.844979888631552489e+00 -1.844979888631551157e+00 -1.822424687627433926e+00 -1.822424687627433038e+00 -1.557993683064240242e+00 -1.557993683064240242e+00 -1.539077789480338687e+00 -1.539077789480338021e+00 -1.254770590832964272e+00 -1.254770590832964272e+00 -1.240606889113689659e+00 -1.240606889113689659e+00 -1.035871716707434498e+00 -1.035871716707433610e+00 -1.028222659925124072e+00 -1.028222659925124072e+00 1.028222659925123850e+00 1.028222659925124516e+00 1.035871716707434276e+00 1.035871716707434942e+00 1.240606889113689437e+00 1.240606889113689881e+00 1.254770590832965160e+00 1.254770590832965160e+00 1.539077789480337577e+00 1.539077789480338909e+00 1.557993683064240020e+00 1.557993683064240686e+00 1.822424687627433260e+00 1.822424687627433926e+00 1.844979888631551823e+00 1.844979888631552267e+00 2.041521410609301146e+00 2.041521410609301590e+00 2.066970218225095302e+00 2.066970218225096634e+00 2.176642284206387945e+00 2.176642284206388389e+00 2.204043383532468869e+00 2.204043383532468869e+00
3.000000000000000000e+00 -2.210842590738938185e+00 -2.210842590738937297e+00 -2.169742171636904970e+00 -2.169742171636904082e+00 -2.073294604508314265e+00 -2.073294604508313377e+00 -2.035122865191584030e+00 -2.035122865191583141e+00 -1.850601278725748200e+00 -1.850601278725748200e+00 -1.816770365485632421e+00 -1.816770365485632421e+00 -1.562732386772423432e+00 -1.562732386772423432e+00 -1.534361153804527644e+00 -1.534361153804527422e+00 -1.258354632112553828e+00 -1.258354632112553606e+00 -1.237113118047869387e+00 -1.237113118047868943e+00 -1.037805123278699559e+00 -1.037805123278698893e+00 -1.026328961173966325e+00 -1.026328961173966103e+00 1.026328961173965881e+00 1.026328961173966325e+00 1.037805123278699559e+00 1.037805123278700004e+00 1.237113118047868499e+00 1.237113118047869387e+00 1.258354632112552940e+00 1.258354632112553828e+00 1.534361153804526978e+00 1.534361153804526978e+00 1.562732386772423432e+00 1.562732386772423654e+00 1.816770365485632199e+00 1.816770365485632421e+00 1.850601278725747756e+00 1.850601278725747978e+00 2.035122865191583141e+00 2.035122865191583141e+00 2.073294604508312933e+00 2.073294604508313821e+00 2.169742171636904970e+00 2.169742171636905859e+00 2.210842590738937741e+00 2.210842590738937741e+00
4.000000000000000000e+00 -2.217620890144813117e+00 -2.217620890144812673e+00 -2.162822628415885795e+00 -2.162822628415885351e+00 -2.079603290243718039e+00 -2.079603290243718039e+00 -2.028710387179187613e+00 -2.028710387179187613e+00 -1.856214962872725582e+00 -1.856214962872725360e+00 -1.811110605788435857e+00 -1.811110605788435857e+00 -1.567473958655714483e+00 -1.567473958655714039e+00 -1.529650518014788796e+00 -1.529650518014788352e+00 -1.261954368074869270e+00 -1.261954368074869270e+00 -1.233639894007971805e+00 -1.233639894007971582e+00 -1.039747861662781325e+00 -1.039747861662780215e+00 -1.024441496420514630e+00 -1.024441496420514630e+00 1.024441496420514630e+00 1.024441496420515074e+00 1.039747861662781325e+00 1.039747861662781769e+00 1.233639894007971360e+00 1.233639894007972471e+00 1.261954368074868604e+00 1.261954368074869937e+00 1.529650518014788574e+00 1.529650518014789240e+00 1.567473958655714261e+00 1.567473958655715149e+00 1.811110605788435635e+00 1.811110605788436079e+00 1.856214962872724694e+00 1.856214962872725138e+00 2.028710387179186281e+00 2.028710387179188501e+00 2.079603290243717151e+00 2.079603290243717595e+00 2.162822628415884907e+00 2.162822628415885795e+00 2.217620890144811785e+00 2.217620890144813561e+00
5.000000000000000000e+00 -2.224378046486422456e+00 -2.224378046486422011e+00 -2.155883913867307378e+00 -2.155883913867306489e+00 -2.085895994955702104e+00 -2.085895994955701660e+00 -2.022284287817007975e+00 -2.022284287817007531e+00 -1.861820575473854822e+00 -1.861820575473853268e+00 -1.805445803265800953e+00 -1.805445803265800730e+00 -1.572217894749360800e+00 -1.572217894749360800e+00 -1.524946426785939169e+00 -1.524946426785938502e+00 -1.265569051588378402e+00 -1.265569051588377958e+00 -1.230188097486184073e+00 -1.230188097486183407e+00 -1.041700294059230592e+00 -1.041700294059230369e+00 -1.022559586156263522e+00 -1.022559586156263078e+00 1.022559586156263522e+00 1.022559586156263522e+00 1.041700294059231036e+00 1.041700294059231924e+00 1.230188097486183851e+00 1.230188097486183851e+00 1.265569051588378180e+00 1.265569051588378402e+00 1.524946426785938725e+00 1.524946426785938947e+00 1.572217894749360134e+00 1.572217894749360356e+00 1.805445803265799620e+00 1.805445803265800953e+00 1.861820575473854822e+00 1.861820575473855266e+00 2.022284287817006643e+00 2.022284287817007087e+00 2.085895994955700328e+00 2.085895994955700328e+00 2.155883913867306934e+00 2.155883913867306934e+00 2.224378046486421123e+00 2.224378046486422011e+00
6.000000000000000000e+00 -2.231113827202675814e+00 -2.231113827202674926e+00 -2.148926292041116515e+00 -2.148926292041114738e+00 -2.092172441694087226e+00 -2.092172441694086782e+00 -2.015844883992275349e+00 -2.015844883992275349e+00 -1.867417753067061925e+00 -1.867417753067061037e+00 -1.799776358543140553e+00 -1.799776358543140553e+00 -1.576963694738292343e+00 -1.576963694738291677e+00 -1.520249432570077941e+00 -1.520249432570077275e+00 -1.269197950051979440e+00 -1.269197950051979218e+00 -1.226758632158590157e+00 -1.226758632158589934e+00 -1.043662741190209076e+00 -1.043662741190208632e+00 -1.020682501712680601e+00 -1.020682501712680379e+00 1.020682501712680379e+00 1.020682501712681045e+00 1.043662741190208854e+00 1.043662741190209298e+00 1.226758632158588602e+00 1.226758632158589934e+00 1.269197950051978552e+00 1.269197950051979662e+00 1.520249432570076831e+00 1.520249432570077719e+00 1.576963694738290789e+00 1.576963694738291899e+00 1.799776358543140553e+00 1.799776358543140997e+00 1.867417753067063702e+00 1.867417753067063702e+00 2.015844883992275349e+00 2.015844883992275793e+00 2.092172441694086782e+00 2.092172441694087226e+00 2.148926292041114294e+00 2.148926292041115627e+00 2.231113827202675370e+00 2.231113827202675814e+00
7.000000000000000000e+00 -2.237828002326648580e+00 -2.237828002326648580e+00 -2.141950032292784911e+00 -2.141950032292784911e+00 -2.098432356880816751e+00 -2.098432356880816307e+00 -2.009392498684668737e+00 -2.009392498684668293e+00 -1.873006133614242952e+00 -1.873006133614242730e+00 -1.794102678584881483e+00 -1.794102678584881039e+00 -1.581710861314113981e+00 -1.581710861314113759e+00 -1.515560096073404139e+00 -1.515560096073403917e+00 -1.272840344198896911e+00 -1.272840344198896911e+00 -1.223352425765651841e+00 -1.223352425765651397e+00 -1.045635483202195681e+00 -1.045635483202195459e+00 -1.018809464393762854e+00 -1.018809464393762854e+00 1.018809464393762410e+00 1.018809464393762632e+00 1.045635483202194571e+00 1.045635483202195015e+00 1.223352425765651397e+00 1.223352425765651619e+00 1.272840344198896467e+00 1.272840344198897800e+00 1.515560096073404139e+00 1.515560096073404583e+00 1.581710861314114869e+00 1.581710861314115091e+00 1.794102678584881705e+00 1.794102678584882149e+00 1.873006133614243174e+00 1.873006133614244062e+00 2.009392498684667405e+00 2.009392498684669182e+00 2.098432356880814975e+00 2.098432356880817640e+00 2.141950032292783579e+00 2.141950032292785355e+00 2.237828002326648136e+00 2.237828002326648136e+00
8.000000000000000000e+00 -2.244520344390898980e+00 -2.244520344390898980e+00 -2.134955410023961164e+00 -2.134955410023959832e+00 -2.104675470171309293e+00 -2.104675470171309293e+00 -2.002927461484514726e+00 -2.002927461484514726e+00 -1.878585355640989274e+00 -1.878585355640989274e+00 -1.788425177161434565e+00 -1.788425177161434121e+00 -1.586458899474697537e+00 -1.586458899474697315e+00 -1.510878986738498408e+00 -1.510878986738497964e+00 -1.276495526881574527e+00 -1.276495526881574305e+00 -1.219970430914666615e+00 -1.219970430914666393e+00 -1.047618760529539061e+00 -1.047618760529539061e+00 -1.016939644673831022e+00 -1.016939644673830356e+00 1.016939644673830578e+00 1.016939644673830578e+00 1.047618760529539061e+00 1.047618760529539061e+00 1.219970430914666615e+00 1.219970430914666837e+00 1.276495526881574305e+00 1.276495526881574749e+00 1.510878986738498186e+00 1.510878986738498408e+00 1.586458899474696649e+00 1.586458899474697093e+00 1.788425177161434343e+00 1.788425177161435231e+00 1.878585355640986609e+00 1.878585355640988164e+00 2.002927461484514726e+00 2.002927461484514726e+00 2.104675470171309737e+00 2.104675470171310625e+00 2.134955410023961608e+00 2.134955410023962497e+00 2.244520344390898092e+00 2.244520344390899425e+00
9.000000000000000000e+00 -2.251190628344051703e+00 -2.251190628344050815e+00 -2.127942707642158648e+00 -2.127942707642158204e+00 -2.110901514328649142e+00 -2.110901514328649142e+00 -1.996450109192233757e+00 -1.996450109192233535e+00 -1.884155057169510927e+00 -1.884155057169510927e+00 -1.782744275346682672e+00 -1.782744275346682672e+00 -1.591207315752718010e+00 -1.591207315752717788e+00 -1.506206683235488120e+00 -1.506206683235487898e+00 -1.280162801835851072e+00 -1.280162801835850628e+00 -1.216613625789636943e+00 -1.216613625789636943e+00 -1.049612774714133279e+00 -1.049612774714133057e+00 -1.015072161477848178e+00 -1.015072161477848178e+00 1.015072161477848400e+00 1.015072161477848622e+00 1.049612774714131280e+00 1.049612774714131724e+00 1.216613625789636721e+00 1.216613625789637165e+00 1.280162801835850184e+00 1.280162801835850184e+00 1.506206683235488342e+00 1.506206683235489008e+00 1.591207315752718010e+00 1.591207315752718454e+00 1.782744275346682894e+00 1.782744275346683782e+00 1.884155057169510927e+00 1.884155057169511149e+00 1.996450109192232869e+00 1.996450109192233313e+00 2.110901514328649586e+00 2.110901514328650475e+00 2.127942707642156872e+00 2.127942707642159093e+00 2.251190628344051703e+00 2.251190628344052147e+00
