0.000000000000000000e+00 -2.074430149607614293e+00 -2.074430149607612961e+00 -2.074430149607612073e+00 -2.074430149607612073e+00 -1.625314511873562129e+00 -1.625314511873561685e+00 -1.625314511873560797e+00 -1.625314511873559464e+00 -1.102312247909885468e+00 -1.102312247909885468e+00 -1.102312247909885246e+00 -1.102312247909885246e+00 1.102312247909884357e+00 1.102312247909884801e+00 1.102312247909884801e+00 1.102312247909885023e+00 1.625314511873561463e+00 1.625314511873561463e+00 1.625314511873562129e+00 1.625314511873562129e+00 2.074430149607612961e+00 2.074430149607613405e+00 2.074430149607613405e+00 2.074430149607613849e+00
1.000000000000000000e+00 -2.080936406251150839e+00 -2.080936406251150395e+00 -2.067907866542038064e+00 -2.067907866542037176e+00 -1.630559550301996063e+00 -1.630559550301995841e+00 -1.620068996531536909e+00 -1.620068996531536687e+00 -1.105655493081030949e+00 -1.105655493081030283e+00 -1.098971042686188948e+00 -1.098971042686188726e+00 1.098971042686188948e+00 1.098971042686189614e+00 1.105655493081032281e+00 1.105655493081032281e+00 1.620068996531536243e+00 1.620068996531536465e+00 1.630559550301996063e+00 1.630559550301996063e+00 2.067907866542037620e+00 2.067907866542037620e+00 2.080936406251150395e+00 2.080936406251150839e+00
2.000000000000000000e+00 -2.087426346330576443e+00 -2.087426346330576443e+00 -2.061369850610805354e+00 -2.061369850610805354e+00 -1.635803629582637475e+00 -1.635803629582637031e+00 -1.614823494012139982e+00 -1.614823494012139760e+00 -1.109000835755123093e+00 -1.109000835755122427e+00 -1.095631805977863804e+00 -1.095631805977863804e+00 1.095631805977864470e+00 1.095631805977865136e+00 1.109000835755123093e+00 1.109000835755123093e+00 1.614823494012139538e+00 1.614823494012140204e+00 1.635803629582636809e+00 1.635803629582637475e+00 2.061369850610804022e+00 2.061369850610804022e+00 2.087426346330575555e+00 2.087426346330576443e+00
3.000000000000000000e+00 -2.093899683044176729e+00 -2.093899683044175841e+00 -2.054816398861463611e+00 -2.054816398861462723e+00 -1.641046274820578743e+00 -1.641046274820578743e+00 -1.609578501716601995e+00 -1.609578501716601773e+00 -1.112348319857662027e+00 -1.112348319857662027e+00 -1.092294452227514423e+00 -1.092294452227513757e+00 1.092294452227512425e+00 1.092294452227514201e+00 1.112348319857660917e+00 1.112348319857661361e+00 1.609578501716602661e+00 1.609578501716602661e+00 1.641046274820579631e+00 1.641046274820579853e+00 2.054816398861462279e+00 2.054816398861463167e+00 2.093899683044176285e+00 2.093899683044177173e+00
4.000000000000000000e+00 -2.100356132859431568e+00 -2.100356132859430236e+00 -2.048247811912698335e+00 -2.048247811912697447e+00 -1.646287018298145277e+00 -1.646287018298145055e+00 -1.604334524874034384e+00 -1.604334524874034384e+00 -1.115697975927956831e+00 -1.115697975927956387e+00 -1.088958881502179343e+00 -1.088958881502179121e+00 1.088958881502179565e+00 1.088958881502180231e+00 1.115697975927957053e+00 1.115697975927957719e+00 1.604334524874033940e+00 1.604334524874034384e+00 1.646287018298145499e+00 1.646287018298145499e+00 2.048247811912697447e+00 2.048247811912698335e+00 2.100356132859430236e+00 2.100356132859431124e+00
5.000000000000000000e+00 -2.106795415444451702e+00 -2.106795415444451702e+00 -2.041664394037579822e+00 -2.041664394037579822e+00 -1.651525399313803488e+00 -1.651525399313802822e+00 -1.599092076703723331e+00 -1.599092076703722665e+00 -1.119049821359559216e+00 -1.119049821359558550e+00 -1.085624979242278521e+00 -1.085624979242278298e+00 1.085624979242278743e+00 1.085624979242278965e+00 1.119049821359558106e+00 1.119049821359558994e+00 1.599092076703722887e+00 1.599092076703723109e+00 1.651525399313802822e+00 1.651525399313803710e+00 2.041664394037579822e+00 2.041664394037580266e+00 2.106795415444450814e+00 2.106795415444452146e+00
6.000000000000000000e+00 -2.113217253601918699e+00 -2.113217253601918699e+00 -2.035066453250309326e+00 -2.035066453250308438e+00 -1.656760964022362170e+00 -1.656760964022362170e+00 -1.593851678576361675e+00 -1.593851678576361230e+00 -1.122403860636723483e+00 -1.122403860636722595e+00 -1.082292616010431141e+00 -1.082292616010430697e+00 1.082292616010430475e+00 1.082292616010431363e+00 1.122403860636722595e+00 1.122403860636722817e+00 1.593851678576361230e+00 1.593851678576362119e+00 1.656760964022362836e+00 1.656760964022363281e+00 2.035066453250308438e+00 2.035066453250308438e+00 2.113217253601918255e+00 2.113217253601918699e+00
7.000000000000000000e+00 -2.119621373205358150e+00 -2.119621373205357262e+00 -2.028454301396656501e+00 -2.028454301396656501e+00 -1.661993265276723974e+00 -1.661993265276723752e+00 -1.588613860173678338e+00 -1.588613860173677672e+00 -1.125760085566344992e+00 -1.125760085566344326e+00 -1.078961647240922916e+00 -1.078961647240922694e+00 1.078961647240921140e+00 1.078961647240922250e+00 1.125760085566342772e+00 1.125760085566343882e+00 1.588613860173677894e+00 1.588613860173679004e+00 1.661993265276723530e+00 1.661993265276724419e+00 2.028454301396656501e+00 2.028454301396656501e+00 2.119621373205358150e+00 2.119621373205358150e+00
8.000000000000000000e+00 -2.126007503137666621e+00 -2.126007503137665733e+00 -2.021828254248373646e+00 -2.021828254248373646e+00 -1.667221862471428118e+00 -1.667221862471427896e+00 -1.583379159645896594e+00 -1.583379159645896372e+00 -1.129118475504802266e+00 -1.129118475504802266e+00 -1.075631912990595795e+00 -1.075631912990595573e+00 1.075631912990594907e+00 1.075631912990595129e+00 1.129118475504801822e+00 1.129118475504802710e+00 1.583379159645895484e+00 1.583379159645895484e+00 1.667221862471427007e+00 1.667221862471427007e+00 2.021828254248373646e+00 2.021828254248374090e+00 2.126007503137666621e+00 2.126007503137666621e+00
9.000000000000000000e+00 -2.132375375231755132e+00 -2.132375375231755132e+00 -2.015188631601781744e+00 -2.015188631601781744e+00 -1.672446321388207924e+00 -1.672446321388207924e+00 -1.578148123766372812e+00 -1.578148123766372368e+00 -1.132478997579165370e+00 -1.132478997579164925e+00 -1.072303237691995426e+00 -1.072303237691995204e+00 1.072303237691994537e+00 1.072303237691994537e+00 1.132478997579164259e+00 1.132478997579164259e+00 1.578148123766373256e+00 1.578148123766374145e+00 1.672446321388207924e+00 1.672446321388208590e+00 2.015188631601782188e+00 2.015188631601782632e+00 2.132375375231755577e+00 2.132375375231756465e+00
