0.000000000000000000e+00 -1.917232815586060735e+00 -1.917232815586060735e+00 -1.917232815586060735e+00 -1.917232815586060735e+00 -1.184997186005074754e+00 -1.184997186005074754e+00 -1.184997186005074754e+00 -1.184997186005074310e+00 1.184997186005074088e+00 1.184997186005074754e+00 1.184997186005074976e+00 1.184997186005075198e+00 1.917232815586060291e+00 1.917232815586060291e+00 1.917232815586060735e+00 1.917232815586060735e+00
1.000000000000000000e+00 -1.923419578507498562e+00 -1.923419578507498340e+00 -1.911034343354668152e+00 -1.911034343354668152e+00 -1.189344338350887265e+00 -1.189344338350886821e+00 -1.180645638951217435e+00 -1.180645638951216547e+00 1.180645638951216325e+00 1.180645638951216325e+00 1.189344338350886598e+00 1.189344338350886821e+00 1.911034343354668152e+00 1.911034343354668374e+00 1.923419578507498118e+00 1.923419578507498340e+00
2.000000000000000000e+00 -1.929594279759356823e+00 -1.929594279759356823e+00 -1.904824518751986773e+00 -1.904824518751986551e+00 -1.193687022621847893e+00 -1.193687022621847893e+00 -1.176289765036606205e+00 -1.176289765036605539e+00 1.176289765036606427e+00 1.176289765036606427e+00 1.193687022621849003e+00 1.193687022621849003e+00 1.904824518751985440e+00 1.904824518751985662e+00 1.929594279759356379e+00 1.929594279759356379e+00
3.000000000000000000e+00 -1.935756571477796451e+00 -1.935756571477796228e+00 -1.898603703380048247e+00 -1.898603703380047802e+00 -1.198025160059187577e+00 -1.198025160059187355e+00 -1.171929626460354257e+00 -1.171929626460353591e+00 1.171929626460354035e+00 1.171929626460354257e+00 1.198025160059187577e+00 1.198025160059188021e+00 1.898603703380047802e+00 1.898603703380048247e+00 1.935756571477796006e+00 1.935756571477796451e+00
4.000000000000000000e+00 -1.941906110212632708e+00 -1.941906110212632486e+00 -1.892372263589612968e+00 -1.892372263589611858e+00 -1.202358666638500440e+00 -1.202358666638499995e+00 -1.167565279643617115e+00 -1.167565279643616671e+00 1.167565279643617338e+00 1.167565279643617560e+00 1.202358666638500440e+00 1.202358666638500884e+00 1.892372263589612302e+00 1.892372263589612302e+00 1.941906110212632486e+00 1.941906110212632486e+00
5.000000000000000000e+00 -1.948042556846361517e+00 -1.948042556846361073e+00 -1.886130570566470377e+00 -1.886130570566470155e+00 -1.206687453194845050e+00 -1.206687453194844828e+00 -1.163196775098834124e+00 -1.163196775098833902e+00 1.163196775098833680e+00 1.163196775098833902e+00 1.206687453194844828e+00 1.206687453194845272e+00 1.886130570566470599e+00 1.886130570566470599e+00 1.948042556846361073e+00 1.948042556846361739e+00
6.000000000000000000e+00 -1.954165576514370839e+00 -1.954165576514370395e+00 -1.879879000418673174e+00 -1.879879000418672286e+00 -1.211011425546531628e+00 -1.211011425546531406e+00 -1.158824157298005142e+00 -1.158824157298004476e+00 1.158824157298005364e+00 1.158824157298005364e+00 1.211011425546531850e+00 1.211011425546532072e+00 1.879879000418671842e+00 1.879879000418672064e+00 1.954165576514370395e+00 1.954165576514370617e+00
7.000000000000000000e+00 -1.960274838526396834e+00 -1.960274838526396612e+00 -1.873617934264568019e+00 -1.873617934264568019e+00 -1.215330484617592299e+00 -1.215330484617590967e+00 -1.154447464540143020e+00 -1.154447464540143020e+00 1.154447464540142354e+00 1.154447464540142354e+00 1.215330484617591189e+00 1.215330484617591411e+00 1.873617934264568019e+00 1.873617934264568685e+00 1.960274838526396834e+00 1.960274838526397723e+00
8.000000000000000000e+00 -1.966370016289225253e+00 -1.966370016289225031e+00 -1.867347758321629358e+00 -1.867347758321628914e+00 -1.219644526558858022e+00 -1.219644526558857800e+00 -1.150066728817929373e+00 -1.150066728817929151e+00 1.150066728817929151e+00 1.150066728817929151e+00 1.219644526558857800e+00 1.219644526558858244e+00 1.867347758321628692e+00 1.867347758321629136e+00 1.966370016289224587e+00 1.966370016289225031e+00
9.000000000000000000e+00 -1.972450787230662250e+00 -1.972450787230662028e+00 -1.861068863995905431e+00 -1.861068863995904543e+00 -1.223953442867663721e+00 -1.223953442867663499e+00 -1.145681975683733755e+00 -1.145681975683733311e+00 1.145681975683733089e+00 1.145681975683733533e+00 1.223953442867663499e+00 1.223953442867663499e+00 1.861068863995905209e+00 1.861068863995905431e+00 1.972450787230662028e+00 1.972450787230662028e+00
