0.000000000000000000e+00 -1.212624731266143563e+00 -1.212624731266143563e+00 -1.157323719651607963e+00 -1.157323719651607963e+00 -1.072312307522858665e+00 -1.072312307522858665e+00 -1.701129590832296812e-02 -1.701129590832296812e-02 1.701129590832410957e-02 1.701129590832410957e-02 1.072312307522858221e+00 1.072312307522858221e+00 1.157323719651607741e+00 1.157323719651607741e+00 1.212624731266142897e+00 1.212624731266142897e+00
1.000000000000000000e+00 -1.213526804086276556e+00 -1.213526804086276556e+00 -1.156614154459682409e+00 -1.156614154459682187e+00 -1.072462975985808864e+00 -1.072462975985808864e+00 -2.247627700939182696e-02 -2.247627700939161879e-02 2.247627700939180267e-02 2.247627700939188594e-02 1.072462975985809086e+00 1.072462975985809086e+00 1.156614154459680632e+00 1.156614154459681076e+00 1.213526804086275668e+00 1.213526804086276334e+00
2.000000000000000000e+00 -1.216105274378230794e+00 -1.216105274378230572e+00 -1.154613116615549329e+00 -1.154613116615549329e+00 -1.072914809460836949e+00 -1.072914809460836949e+00 -3.394756487648628585e-02 -3.394756487648616788e-02 3.394756487648536991e-02 3.394756487648552951e-02 1.072914809460836727e+00 1.072914809460836949e+00 1.154613116615550217e+00 1.154613116615550217e+00 1.216105274378230572e+00 1.216105274378230794e+00
3.000000000000000000e+00 -1.220060070412342546e+00 -1.220060070412342546e+00 -1.151620406574553446e+00 -1.151620406574553224e+00 -1.073667292940606810e+00 -1.073667292940606810e+00 -4.723049257715832699e-02 -4.723049257715773719e-02 4.723049257715777188e-02 4.723049257715838944e-02 1.073667292940606588e+00 1.073667292940606810e+00 1.151620406574552335e+00 1.151620406574553224e+00 1.220060070412342101e+00 1.220060070412342323e+00
4.000000000000000000e+00 -1.225067318923817705e+00 -1.225067318923817705e+00 -1.147959445599487927e+00 -1.147959445599487927e+00 -1.074719570519045764e+00 -1.074719570519045764e+00 -6.114996243537586945e-02 -6.114996243537586945e-02 6.114996243537575843e-02 6.114996243537575843e-02 1.074719570519045764e+00 1.074719570519045764e+00 1.147959445599488593e+00 1.147959445599488593e+00 1.225067318923817927e+00 1.225067318923817927e+00
5.000000000000000000e+00 -1.230864110133772948e+00 -1.230864110133772948e+00 -1.143892510928089079e+00 -1.143892510928089079e+00 -1.076070449023994069e+00 -1.076070449023994069e+00 -7.534743460105187973e-02 -7.534743460105187973e-02 7.534743460105204627e-02 7.534743460105204627e-02 1.076070449023994513e+00 1.076070449023994513e+00 1.143892510928088413e+00 1.143892510928088413e+00 1.230864110133774059e+00 1.230864110133774059e+00
6.000000000000000000e+00 -1.237262275178501847e+00 -1.237262275178501847e+00 -1.139606958619006516e+00 -1.139606958619006516e+00 -1.077718403050268225e+00 -1.077718403050268225e+00 -8.968384450776008265e-02 -8.968384450776008265e-02 8.968384450775956918e-02 8.968384450775956918e-02 1.077718403050268225e+00 1.077718403050268225e+00 1.139606958619007182e+00 1.139606958619007182e+00 1.237262275178502291e+00 1.237262275178502291e+00
7.000000000000000000e+00 -1.244133190009317325e+00 -1.244133190009317103e+00 -1.135230420024948339e+00 -1.135230420024948117e+00 -1.079661581341685661e+00 -1.079661581341685661e+00 -1.040942836981823966e-01 -1.040942836981821606e-01 1.040942836981823966e-01 1.040942836981825770e-01 1.079661581341685439e+00 1.079661581341685661e+00 1.135230420024949227e+00 1.135230420024949893e+00 1.244133190009315992e+00 1.244133190009316658e+00
8.000000000000000000e+00 -1.251389366014956650e+00 -1.251389366014956650e+00 -1.130849211654764153e+00 -1.130849211654763709e+00 -1.081897814457551288e+00 -1.081897814457551288e+00 -1.185439528209750321e-01 -1.185439528209739773e-01 1.185439528209742549e-01 1.185439528209744769e-01 1.081897814457551954e+00 1.081897814457551954e+00 1.130849211654763931e+00 1.130849211654764375e+00 1.251389366014956428e+00 1.251389366014957316e+00
9.000000000000000000e+00 -1.258970375670162900e+00 -1.258970375670162678e+00 -1.126522410137052788e+00 -1.126522410137052788e+00 -1.084424623647246344e+00 -1.084424623647246122e+00 -1.330120401554993337e-01 -1.330120401554987786e-01 1.330120401554991949e-01 1.330120401554994169e-01 1.084424623647245678e+00 1.084424623647246344e+00 1.126522410137051233e+00 1.126522410137051899e+00 1.258970375670162900e+00 1.258970375670163344e+00
1.000000000000000000e+01 -1.266833430945008443e+00 -1.266833430945007999e+00 -1.122291274569055641e+00 -1.122291274569055197e+00 -1.087239230846053006e+00 -1.087239230846052784e+00 -1.474849201974967883e-01 -1.474849201974966495e-01 1.474849201974955393e-01 1.474849201974957891e-01 1.087239230846053228e+00 1.087239230846053450e+00 1.122291274569055419e+00 1.122291274569055641e+00 1.266833430945008443e+00 1.266833430945008887e+00
1.100000000000000000e+01 -1.274947341062870665e+00 -1.274947341062870665e+00 -1.118185289682879890e+00 -1.118185289682879668e+00 -1.090338569696395421e+00 -1.090338569696395421e+00 -1.619529565543594007e-01 -1.619529565543586791e-01 1.619529565543592342e-01 1.619529565543592342e-01 1.090338569696395199e+00 1.090338569696395199e+00 1.118185289682878780e+00 1.118185289682879446e+00 1.274947341062870665e+00 1.274947341062870887e+00
1.200000000000000000e+01 -1.283288665277663387e+00 -1.283288665277663165e+00 -1.114226014179706681e+00 -1.114226014179706015e+00 -1.093719297491296372e+00 -1.093719297491296150e+00 -1.764088666315995479e-01 -1.764088666315992426e-01 1.764088666315990761e-01 1.764088666315993814e-01 1.093719297491295928e+00 1.093719297491296372e+00 1.114226014179706459e+00 1.114226014179707125e+00 1.283288665277662943e+00 1.283288665277663387e+00
1.300000000000000000e+01 -1.291839242451016556e+00 -1.291839242451016334e+00 -1.110429552473256143e+00 -1.110429552473256143e+00 -1.097377807931243732e+00 -1.097377807931243732e+00 -1.908468265994810453e-01 -1.908468265994806012e-01 1.908468265994809065e-01 1.908468265994811286e-01 1.097377807931243066e+00 1.097377807931243288e+00 1.110429552473256809e+00 1.110429552473257253e+00 1.291839242451016334e+00 1.291839242451016778e+00
1.400000000000000000e+01 -1.300584580239980692e+00 -1.300584580239980248e+00 -1.106808167054172731e+00 -1.106808167054172509e+00 -1.101310244581713338e+00 -1.101310244581713116e+00 -2.052619535984096244e-01 -2.052619535984089028e-01 2.052619535984087917e-01 2.052619535984093468e-01 1.101310244581712672e+00 1.101310244581713116e+00 1.106808167054171621e+00 1.106808167054172065e+00 1.300584580239981358e+00 1.300584580239981358e+00
