0.000000000000000000e+00 -4.244626408080180546e+00 -4.244626408080178770e+00 4.244626408080178770e+00 4.244626408080180546e+00
1.000000000000000000e+00 -4.244253666263231750e+00 -4.244253666263228197e+00 4.244253666263228197e+00 4.244253666263229974e+00
2.000000000000000000e+00 -4.243135630911655909e+00 -4.243135630911652356e+00 4.243135630911651468e+00 4.243135630911655021e+00
3.000000000000000000e+00 -4.241272807203594120e+00 -4.241272807203593231e+00 4.241272807203593231e+00 4.241272807203593231e+00
4.000000000000000000e+00 -4.238665932085473820e+00 -4.238665932085472932e+00 4.238665932085472043e+00 4.238665932085472932e+00
5.000000000000000000e+00 -4.235315968993618618e+00 -4.235315968993618618e+00 4.235315968993618618e+00 4.235315968993618618e+00
6.000000000000000000e+00 -4.231224138385215383e+00 -4.231224138385214495e+00 4.231224138385212719e+00 4.231224138385213607e+00
7.000000000000000000e+00 -4.226391943729885803e+00 -4.226391943729884026e+00 4.226391943729886691e+00 4.226391943729886691e+00
8.000000000000000000e+00 -4.220821188808479008e+00 -4.220821188808478119e+00 4.220821188808478119e+00 4.220821188808479008e+00
9.000000000000000000e+00 -4.214513991427644157e+00 -4.214513991427642381e+00 4.214513991427640605e+00 4.214513991427642381e+00
1.000000000000000000e+01 -4.207472796861191355e+00 -4.207472796861190467e+00 4.207472796861189579e+00 4.207472796861190467e+00
1.100000000000000000e+01 -4.199700392243821412e+00 -4.199700392243820524e+00 4.199700392243821412e+00 4.199700392243822300e+00
1.200000000000000000e+01 -4.191199922171628955e+00 -4.191199922171628955e+00 4.191199922171628067e+00 4.191199922171628067e+00
1.300000000000000000e+01 -4.181974905406093512e+00 -4.181974905406092624e+00 4.181974905406092624e+00 4.181974905406093512e+00
1.400000000000000000e+01 -4.172029252455852877e+00 -4.172029252455851989e+00 4.172029252455851100e+00 4.172029252455853765e+00
1.500000000000000000e+01 -4.161367283764437985e+00 -4.161367283764436209e+00 4.161367283764437097e+00 4.161367283764437985e+00
1.600000000000000000e+01 -4.149993748207513100e+00 -4.149993748207512212e+00 4.149993748207513100e+00 4.149993748207513988e+00
1.700000000000000000e+01 -4.137913841582820496e+00 -4.137913841582819607e+00 4.137913841582819607e+00 4.137913841582820496e+00
1.800000000000000000e+01 -4.125133224755606065e+00 -4.125133224755606065e+00 4.125133224755606065e+00 4.125133224755606953e+00
1.900000000000000000e+01 -4.111658041101737382e+00 -4.111658041101737382e+00 4.111658041101737382e+00 4.111658041101737382e+00
2.000000000000000000e+01 -4.097494932870254125e+00 -4.097494932870254125e+00 4.097494932870253237e+00 4.097494932870255013e+00
2.100000000000000000e+01 -4.082651056067880369e+00 -4.082651056067879480e+00 4.082651056067880369e+00 4.082651056067881257e+00
2.200000000000000000e+01 -4.067134093450602172e+00 -4.067134093450601284e+00 4.067134093450599508e+00 4.067134093450602172e+00
2.300000000000000000e+01 -4.050952265192520940e+00 -4.050952265192520940e+00 4.050952265192522717e+00 4.050952265192522717e+00
2.400000000000000000e+01 -4.034114336790317168e+00 -4.034114336790317168e+00 4.034114336790317168e+00 4.034114336790318056e+00
2.500000000000000000e+01 -4.016629623752999478e+00 -4.016629623752999478e+00 4.016629623752999478e+00 4.016629623753000367e+00
2.600000000000000000e+01 -3.998507992621791907e+00 -3.998507992621791907e+00 3.998507992621792795e+00 3.998507992621792795e+00
2.700000000000000000e+01 -3.979759857863589545e+00 -3.979759857863589545e+00 3.979759857863589101e+00 3.979759857863589545e+00
2.800000000000000000e+01 -3.960396174183947515e+00 -3.960396174183945739e+00 3.960396174183945739e+00 3.960396174183948403e+00
2.900000000000000000e+01 -3.940428423811357828e+00 -3.940428423811357828e+00 3.940428423811357383e+00 3.940428423811358272e+00
