2.000000000000000000e+00 1.717717717717717640e+00
2.100000000000000089e+00 1.677677677677677615e+00
2.200000000000000178e+00 1.635635635635635632e+00
2.299999999999999822e+00 1.589589589589589513e+00
2.399999999999999911e+00 1.541541541541541438e+00
2.500000000000000000e+00 1.493493493493493585e+00
2.600000000000000089e+00 1.441441441441441373e+00
2.700000000000000178e+00 1.387387387387387427e+00
2.799999999999999822e+00 1.329329329329329346e+00
2.899999999999999911e+00 1.271271271271271264e+00
3.000000000000000000e+00 1.211211211211211225e+00
3.099999999999999645e+00 1.147147147147147050e+00
3.200000000000000178e+00 1.083083083083083098e+00
3.299999999999999822e+00 1.015015015015015010e+00
3.399999999999999911e+00 9.469469469469469214e-01
3.500000000000000000e+00 8.748748748748749193e-01
3.599999999999999645e+00 8.028028028028028062e-01
3.700000000000000178e+00 7.287287287287287363e-01
3.799999999999999822e+00 6.526526526526525984e-01
3.899999999999999911e+00 5.765765765765765716e-01
4.000000000000000000e+00 4.984984984984984768e-01
4.049999999999999822e+00 4.584584584584584510e-01
4.099999999999999645e+00 4.184184184184184252e-01
4.150000000000000355e+00 3.783783783783783994e-01
4.200000000000000178e+00 3.363363363363363057e-01
4.250000000000000000e+00 2.962962962962962798e-01
4.299999999999999822e+00 2.542542542542542416e-01
4.349999999999999645e+00 2.142142142142142158e-01
4.400000000000000355e+00 1.721721721721721776e-01
4.450000000000000178e+00 1.301301301301301394e-01
4.500000000000000000e+00 8.808808808808808732e-02
4.549999999999999822e+00 4.404404404404404366e-02
4.599999999999999645e+00 2.002002002002001985e-03
4.650000000000000355e+00 4.604604604604604912e-02
4.700000000000000178e+00 8.808808808808808732e-02
4.750000000000000000e+00 1.321321321321321240e-01
4.799999999999999822e+00 1.761761761761761746e-01
4.849999999999999645e+00 2.202202202202202252e-01
4.899999999999999467e+00 2.642642642642642481e-01
4.949999999999999289e+00 3.083083083083082987e-01
5.000000000000000000e+00 3.523523523523523493e-01
5.049999999999999822e+00 3.963963963963963999e-01
5.099999999999999645e+00 4.404404404404404505e-01
5.149999999999999467e+00 4.864864864864864580e-01
5.199999999999999289e+00 5.305305305305305641e-01
5.250000000000000000e+00 5.765765765765765716e-01
5.299999999999999822e+00 6.206206206206206222e-01
5.349999999999999645e+00 6.666666666666666297e-01
5.399999999999999467e+00 7.127127127127127482e-01
5.449999999999999289e+00 7.587587587587587556e-01
5.500000000000000000e+00 8.048048048048047631e-01
5.549999999999999822e+00 8.488488488488488137e-01
5.599999999999999645e+00 8.948948948948949322e-01
5.623000000000000220e+00 9.169169169169169020e-01
5.625000000000000000e+00 9.209209209209209268e-01
5.626999999999999780e+00 9.229229229229228837e-01
5.628999999999999559e+00 9.249249249249249516e-01
5.633000000000000007e+00 9.309309309309309333e-01
