0.000000000000000000e+00 -4.244626408080179658e+00 -4.244626408080177882e+00 -2.760269622302544246e+00 -2.760269622302544246e+00 -2.832405256667275273e-01 -2.832405256667269167e-01 2.832405256667274718e-01 2.832405256667277493e-01 2.760269622302543358e+00 2.760269622302544246e+00 4.244626408080177882e+00 4.244626408080181434e+00
1.000000000000000000e+00 -4.244291373896976971e+00 -4.244291373896976083e+00 -2.760317686097556233e+00 -2.760317686097555789e+00 -2.914034741916470828e-01 -2.914034741916466942e-01 2.914034741916476379e-01 2.914034741916481375e-01 2.760317686097554901e+00 2.760317686097555789e+00 4.244291373896975195e+00 4.244291373896976083e+00
2.000000000000000000e+00 -4.243286177975453377e+00 -4.243286177975448048e+00 -2.760462505091910046e+00 -2.760462505091907381e+00 -3.146044665395494877e-01 -3.146044665395488771e-01 3.146044665395502649e-01 3.146044665395515416e-01 2.760462505091906493e+00 2.760462505091906937e+00 4.243286177975448048e+00 4.243286177975449824e+00
3.000000000000000000e+00 -4.241610543447221993e+00 -4.241610543447220216e+00 -2.760705961854835966e+00 -2.760705961854834634e+00 -3.498113884826403175e-01 -3.498113884826393183e-01 3.498113884826398179e-01 3.498113884826399289e-01 2.760705961854833745e+00 2.760705961854835078e+00 4.241610543447218440e+00 4.241610543447221993e+00
4.000000000000000000e+00 -4.239264019684632956e+00 -4.239264019684632068e+00 -2.761051193272577198e+00 -2.761051193272576754e+00 -3.937387432666002995e-01 -3.937387432665994669e-01 3.937387432666007991e-01 3.937387432666008547e-01 2.761051193272577198e+00 2.761051193272578530e+00 4.239264019684631180e+00 4.239264019684632956e+00
5.000000000000000000e+00 -4.236245998514227118e+00 -4.236245998514225342e+00 -2.761502589920156847e+00 -2.761502589920155959e+00 -4.437069995054182536e-01 -4.437069995054161997e-01 4.437069995054141458e-01 4.437069995054159777e-01 2.761502589920155515e+00 2.761502589920155959e+00 4.236245998514228006e+00 4.236245998514228894e+00
6.000000000000000000e+00 -4.232555736887354314e+00 -4.232555736887352538e+00 -2.762065796109224536e+00 -2.762065796109222759e+00 -4.977888573737211386e-01 -4.977888573737181965e-01 4.977888573737191402e-01 4.977888573737202504e-01 2.762065796109222759e+00 2.762065796109223204e+00 4.232555736887351650e+00 4.232555736887353426e+00
7.000000000000000000e+00 -4.228192385988799096e+00 -4.228192385988798208e+00 -2.762747711529954131e+00 -2.762747711529953243e+00 -5.546599279630195500e-01 -5.546599279630176627e-01 5.546599279630171075e-01 5.546599279630181067e-01 2.762747711529953243e+00 2.762747711529953687e+00 4.228192385988797319e+00 4.228192385988799096e+00
8.000000000000000000e+00 -4.223155026771847176e+00 -4.223155026771845399e+00 -2.763556495652640166e+00 -2.763556495652637057e+00 -6.134140012668093389e-01 -6.134140012668082287e-01 6.134140012668081177e-01 6.134140012668091169e-01 2.763556495652637945e+00 2.763556495652639722e+00 4.223155026771846288e+00 4.223155026771846288e+00
9.000000000000000000e+00 -4.217442711925830423e+00 -4.217442711925829535e+00 -2.764501576288143525e+00 -2.764501576288141749e+00 -6.734207113295560543e-01 -6.734207113295542779e-01 6.734207113295545000e-01 6.734207113295552771e-01 2.764501576288142637e+00 2.764501576288143525e+00 4.217442711925829535e+00 4.217442711925830423e+00
1.000000000000000000e+01 -4.211054514312264629e+00 -4.211054514312262853e+00 -2.765593663919486467e+00 -2.765593663919482914e+00 -7.342297782400060147e-01 -7.342297782400039052e-01 7.342297782400047934e-01 7.342297782400061257e-01 2.765593663919484690e+00 2.765593663919484690e+00 4.211054514312263741e+00 4.211054514312263741e+00
1.100000000000000000e+01 -4.203989581951063315e+00 -4.203989581951063315e+00 -2.766844773599656637e+00 -2.766844773599653973e+00 -7.955093494203255844e-01 -7.955093494203251403e-01 7.955093494203256954e-01 7.955093494203262505e-01 2.766844773599653529e+00 2.766844773599654861e+00 4.203989581951065091e+00 4.203989581951065091e+00
1.200000000000000000e+01 -4.196247199701999442e+00 -4.196247199701998554e+00 -2.768268256350020273e+00 -2.768268256350019385e+00 -8.570065852752082325e-01 -8.570065852752067892e-01 8.570065852752066782e-01 8.570065852752066782e-01 2.768268256350018941e+00 2.768268256350019385e+00 4.196247199701999442e+00 4.196247199702000330e+00
1.300000000000000000e+01 -4.187826857871943531e+00 -4.187826857871941755e+00 -2.769878842069984692e+00 -2.769878842069982028e+00 -9.185222324569415342e-01 -9.185222324569397578e-01 9.185222324569386476e-01 9.185222324569390917e-01 2.769878842069983360e+00 2.769878842069984248e+00 4.187826857871942643e+00 4.187826857871943531e+00
1.400000000000000000e+01 -4.178728328089947652e+00 -4.178728328089944100e+00 -2.771692695955228825e+00 -2.771692695955228825e+00 -9.798939410905249670e-01 -9.798939410905235237e-01 9.798939410905246339e-01 9.798939410905250780e-01 2.771692695955228825e+00 2.771692695955229269e+00 4.178728328089945876e+00 4.178728328089947652e+00
1.500000000000000000e+01 -4.168951746934461688e+00 -4.168951746934459912e+00 -2.773727490280864849e+00 -2.773727490280863073e+00 -1.040985089790160245e+00 -1.040985089790159357e+00 1.040985089790161799e+00 1.040985089790163132e+00 2.773727490280861296e+00 2.773727490280863073e+00 4.168951746934458136e+00 4.168951746934461688e+00
1.600000000000000000e+01 -4.158497707976429147e+00 -4.158497707976429147e+00 -2.776002493085420131e+00 -2.776002493085420131e+00 -1.101677127064259576e+00 -1.101677127064258688e+00 1.101677127064258466e+00 1.101677127064259354e+00 2.776002493085419687e+00 2.776002493085421019e+00 4.158497707976430036e+00 4.158497707976431812e+00
1.700000000000000000e+01 -4.147367363126164719e+00 -4.147367363126161166e+00 -2.778538674720546275e+00 -2.778538674720544499e+00 -1.161864193075669460e+00 -1.161864193075669238e+00 1.161864193075667684e+00 1.161864193075668572e+00 2.778538674720545831e+00 2.778538674720548052e+00 4.147367363126162054e+00 4.147367363126162942e+00
1.800000000000000000e+01 -4.135562534450420991e+00 -4.135562534450420102e+00 -2.781358832313287621e+00 -2.781358832313286733e+00 -1.221449244029587655e+00 -1.221449244029587433e+00 1.221449244029587655e+00 1.221449244029587655e+00 2.781358832313286733e+00 2.781358832313286733e+00 4.135562534450419214e+00 4.135562534450419214e+00
1.900000000000000000e+01 -4.123085837971649070e+00 -4.123085837971649070e+00 -2.784487730796095128e+00 -2.784487730796092464e+00 -1.280341182438044401e+00 -1.280341182438041958e+00 1.280341182438040848e+00 1.280341182438041736e+00 2.784487730796093352e+00 2.784487730796094684e+00 4.123085837971650847e+00 4.123085837971651735e+00
2.000000000000000000e+01 -4.109940821389511001e+00 -4.109940821389509225e+00 -2.787952257128186950e+00 -2.787952257128185174e+00 -1.338452671681661821e+00 -1.338452671681655382e+00 1.338452671681658268e+00 1.338452671681660044e+00 2.787952257128185174e+00 2.787952257128186950e+00 4.109940821389511001e+00 4.109940821389511001e+00
2.100000000000000000e+01 -4.096132118196620375e+00 -4.096132118196620375e+00 -2.791781581451833638e+00 -2.791781581451831862e+00 -1.395698424957412698e+00 -1.395698424957410477e+00 1.395698424957411587e+00 1.395698424957412920e+00 2.791781581451831418e+00 2.791781581451834526e+00 4.096132118196617711e+00 4.096132118196619487e+00
2.200000000000000000e+01 -4.081665621322656534e+00 -4.081665621322654758e+00 -2.796007314943937061e+00 -2.796007314943934841e+00 -1.451993832009062402e+00 -1.451993832009061736e+00 1.451993832009061069e+00 1.451993832009063290e+00 2.796007314943935729e+00 2.796007314943935729e+00 4.081665621322653870e+00 4.081665621322655646e+00
2.300000000000000000e+01 -4.066548680268686766e+00 -4.066548680268684990e+00 -2.800663648743477729e+00 -2.800663648743477729e+00 -1.507253837127957352e+00 -1.507253837127956020e+00 1.507253837127954910e+00 1.507253837127956686e+00 2.800663648743476841e+00 2.800663648743478173e+00 4.066548680268685878e+00 4.066548680268685878e+00
2.400000000000000000e+01 -4.050790326732838231e+00 -4.050790326732837343e+00 -2.805787451249578623e+00 -2.805787451249575959e+00 -1.561392018057932818e+00 -1.561392018057930597e+00 1.561392018057931708e+00 1.561392018057933484e+00 2.805787451249576847e+00 2.805787451249578623e+00 4.050790326732836455e+00 4.050790326732838231e+00
2.500000000000000000e+01 -4.034401535039460640e+00 -4.034401535039457087e+00 -2.811418292015846365e+00 -2.811418292015844589e+00 -1.614319843389189657e+00 -1.614319843389186993e+00 1.614319843389187659e+00 1.614319843389189657e+00 2.811418292015845921e+00 2.811418292015846365e+00 4.034401535039458864e+00 4.034401535039459752e+00
2.600000000000000000e+01 -4.017395525345909491e+00 -4.017395525345907714e+00 -2.817598349260542978e+00 -2.817598349260541646e+00 -1.665946109307949063e+00 -1.665946109307947953e+00 1.665946109307946621e+00 1.665946109307949508e+00 2.817598349260541646e+00 2.817598349260545199e+00 4.017395525345907714e+00 4.017395525345907714e+00
2.700000000000000000e+01 -3.999788119717295309e+00 -3.999788119717294421e+00 -2.824372144784223160e+00 -2.824372144784223160e+00 -1.716176577147751070e+00 -1.716176577147748405e+00 1.716176577147748405e+00 1.716176577147749738e+00 2.824372144784223160e+00 2.824372144784223160e+00 3.999788119717293533e+00 3.999788119717293533e+00
2.800000000000000000e+01 -3.981598163865892825e+00 -3.981598163865892381e+00 -2.831786035437464211e+00 -2.831786035437464211e+00 -1.764913851733792782e+00 -1.764913851733791228e+00 1.764913851733790562e+00 1.764913851733791672e+00 2.831786035437463322e+00 2.831786035437468207e+00 3.981598163865889717e+00 3.981598163865891493e+00
2.900000000000000000e+01 -3.962848030823320045e+00 -3.962848030823319156e+00 -2.839887375572629935e+00 -2.839887375572628603e+00 -1.812057556403494418e+00 -1.812057556403493308e+00 1.812057556403493308e+00 1.812057556403494862e+00 2.839887375572627271e+00 2.839887375572630823e+00 3.962848030823319601e+00 3.962848030823320045e+00
3.000000000000000000e+01 -3.943564227276271872e+00 -3.943564227276270984e+00 -2.848723252560572572e+00 -2.848723252560568131e+00 -1.857504871790681911e+00 -1.857504871790680134e+00 1.857504871790679024e+00 1.857504871790680800e+00 2.848723252560569019e+00 2.848723252560571240e+00 3.943564227276271428e+00 3.943564227276271428e+00
3.100000000000000000e+01 -3.923778129033089090e+00 -3.923778129033087758e+00 -2.858338691116217412e+00 -2.858338691116215635e+00 -1.901151508440796833e+00 -1.901151508440794835e+00 1.901151508440795501e+00 1.901151508440797278e+00 2.858338691116215191e+00 2.858338691116216967e+00 3.923778129033086870e+00 3.923778129033086870e+00
3.200000000000000000e+01 -3.903526879443647957e+00 -3.903526879443647069e+00 -2.868774226644360770e+00 -2.868774226644358549e+00 -1.942893173225111569e+00 -1.942893173225108239e+00 1.942893173225109571e+00 1.942893173225111125e+00 2.868774226644358549e+00 2.868774226644361214e+00 3.903526879443645292e+00 3.903526879443646180e+00
3.300000000000000000e+01 -3.882854493960962383e+00 -3.882854493960960607e+00 -2.880062768283138119e+00 -2.880062768283134567e+00 -1.982627560946208956e+00 -1.982627560946205847e+00 1.982627560946205403e+00 1.982627560946208067e+00 2.880062768283133678e+00 2.880062768283138563e+00 3.882854493960959719e+00 3.882854493960960607e+00
3.400000000000000000e+01 -3.861813225801565164e+00 -3.861813225801564720e+00 -2.892225712791839154e+00 -2.892225712791837822e+00 -2.020256851212709925e+00 -2.020256851212705040e+00 2.020256851212706817e+00 2.020256851212710814e+00 2.892225712791837378e+00 2.892225712791841374e+00 3.861813225801562943e+00 3.861813225801563831e+00
3.500000000000000000e+01 -3.840465262097896293e+00 -3.840465262097895849e+00 -2.905268331219691635e+00 -2.905268331219690747e+00 -2.055690616118704739e+00 -2.055690616118700298e+00 2.055690616118699410e+00 2.055690616118704295e+00 2.905268331219691635e+00 2.905268331219692080e+00 3.840465262097895849e+00 3.840465262097896737e+00
3.600000000000000000e+01 -3.818884836891030421e+00 -3.818884836891028645e+00 -2.919174525242152818e+00 -2.919174525242147489e+00 -2.088848952869129860e+00 -2.088848952869126308e+00 2.088848952869127640e+00 2.088848952869130304e+00 2.919174525242148377e+00 2.919174525242151930e+00 3.818884836891027312e+00 3.818884836891028201e+00
3.700000000000000000e+01 -3.797160865624547021e+00 -3.797160865624544801e+00 -2.933901124943840255e+00 -2.933901124943839367e+00 -2.119665562673694659e+00 -2.119665562673693771e+00 2.119665562673693326e+00 2.119665562673695991e+00 2.933901124943836702e+00 2.933901124943840699e+00 3.797160865624545245e+00 3.797160865624545245e+00
3.800000000000000000e+01 -3.775400222100442349e+00 -3.775400222100439684e+00 -2.949371954330382462e+00 -2.949371954330378465e+00 -2.148090426724747815e+00 -2.148090426724744262e+00 2.148090426724744706e+00 2.148090426724746482e+00 2.949371954330379353e+00 2.949371954330382017e+00 3.775400222100441017e+00 3.775400222100441905e+00
3.900000000000000000e+01 -3.753731785295471468e+00 -3.753731785295469248e+00 -2.965471906149609094e+00 -2.965471906149605097e+00 -2.174091708570781822e+00 -2.174091708570780046e+00 2.174091708570778270e+00 2.174091708570781378e+00 2.965471906149607317e+00 2.965471906149609094e+00 3.753731785295469692e+00 3.753731785295471468e+00
4.000000000000000000e+01 -3.732311363592207609e+00 -3.732311363592205833e+00 -2.982041240152299988e+00 -2.982041240152296435e+00 -2.197656559678071275e+00 -2.197656559678068167e+00 2.197656559678069943e+00 2.197656559678071275e+00 2.982041240152297767e+00 2.982041240152300876e+00 3.732311363592204501e+00 3.732311363592205389e+00
4.100000000000000000e+01 -3.711327526069404303e+00 -3.711327526069403415e+00 -2.998870277752589075e+00 -2.998870277752585523e+00 -2.218790624206899320e+00 -2.218790624206896656e+00 2.218790624206897544e+00 2.218790624206899764e+00 2.998870277752588187e+00 2.998870277752590408e+00 3.711327526069399418e+00 3.711327526069402083e+00
4.200000000000000000e+01 -3.691008177595118234e+00 -3.691008177595117790e+00 -3.015694688104365362e+00 -3.015694688104360921e+00 -2.237516210006762485e+00 -2.237516210006757600e+00 2.237516210006760264e+00 2.237516210006761153e+00 3.015694688104362253e+00 3.015694688104364474e+00 3.691008177595115569e+00 3.691008177595115569e+00
4.300000000000000000e+01 -3.671627314671263687e+00 -3.671627314671260134e+00 -3.032191776548051276e+00 -3.032191776548047724e+00 -2.253869276810213318e+00 -2.253869276810211542e+00 2.253869276810212430e+00 2.253869276810213318e+00 3.032191776548049500e+00 3.032191776548050832e+00 3.671627314671261022e+00 3.671627314671261910e+00
4.400000000000000000e+01 -3.653510668331197309e+00 -3.653510668331196420e+00 -3.047978764326648271e+00 -3.047978764326645162e+00 -2.267895545417440317e+00 -2.267895545417437653e+00 2.267895545417439873e+00 2.267895545417440761e+00 3.047978764326645607e+00 3.047978764326647827e+00 3.653510668331196420e+00 3.653510668331196420e+00
4.500000000000000000e+01 -3.637037773743109881e+00 -3.637037773743108104e+00 -3.062615126734998139e+00 -3.062615126734994142e+00 -2.279646120152514666e+00 -2.279646120152514222e+00 2.279646120152515554e+00 2.279646120152515554e+00 3.062615126734996363e+00 3.062615126734999027e+00 3.637037773743105884e+00 3.637037773743106772e+00
4.600000000000000000e+01 -3.622636483648518979e+00 -3.622636483648517203e+00 -3.075612566367959655e+00 -3.075612566367959211e+00 -2.289173029996794284e+00 -2.289173029996792508e+00 2.289173029996794284e+00 2.289173029996795172e+00 3.075612566367960543e+00 3.075612566367960543e+00 3.622636483648516315e+00 3.622636483648516315e+00
4.700000000000000000e+01 -3.610764674444908895e+00 -3.610764674444904898e+00 -3.086457516920906308e+00 -3.086457516920904087e+00 -2.296525043440169611e+00 -2.296525043440166058e+00 2.296525043440166947e+00 2.296525043440168279e+00 3.086457516920903199e+00 3.086457516920905864e+00 3.610764674444907119e+00 3.610764674444907563e+00
