5.621000000000000220e+00 0
5.623000000000000220e+00 2.183488343976133089e-02
5.625000000000000000e+00 3.359005034998521766e-02
5.626999999999999780e+00 4.198572367171889835e-02
5.628999999999999559e+00 4.870264565413521402e-02
5.633000000000000007e+00 6.045192749725153414e-02
5.636999999999999567e+00 6.885553963925186705e-02
5.642999999999999794e+00 8.226670149800949239e-02
5.649000000000000021e+00 9.234033216925262300e-02
5.655000000000000249e+00 1.007497403223124727e-01
5.660000000000000142e+00 1.091083007610658684e-01
5.665000000000000036e+00 1.141853732974894425e-01
5.669999999999999929e+00 1.208841923456189793e-01
5.674999999999999822e+00 1.275675833905207668e-01
5.679999999999999716e+00 1.326214008137914235e-01
5.684999999999999609e+00 1.376680774667994323e-01
5.690000000000000391e+00 1.427067021952101999e-01
5.695000000000000284e+00 1.477363727313212582e-01
5.700000000000000178e+00 1.527561965496299079e-01
5.709999999999999964e+00 1.611813410804033286e-01
5.719999999999999751e+00 1.695798082583357125e-01
5.730000000000000426e+00 1.779473668935118713e-01
5.740000000000000213e+00 1.847276502817551957e-01
5.750000000000000000e+00 1.914896825493253574e-01
5.759999999999999787e+00 1.982311752563584162e-01
5.769999999999999574e+00 2.049498845042943551e-01
5.780000000000000249e+00 2.116436146560403131e-01
5.790000000000000036e+00 2.168027587831828640e-01
5.799999999999999822e+00 2.234509912416546562e-01
5.809999999999999609e+00 2.285792813555797554e-01
5.820000000000000284e+00 2.336940438032863165e-01
5.830000000000000071e+00 2.387942488537497243e-01
5.839999999999999858e+00 2.438788864074513674e-01
5.849999999999999645e+00 2.489469669169290800e-01
5.860000000000000320e+00 2.525458565163419267e-01
5.870000000000000107e+00 2.575868377432226630e-01
5.879999999999999893e+00 2.626086342006112018e-01
5.889999999999999680e+00 2.661819534763293915e-01
5.900000000000000355e+00 2.697491667158728457e-01
5.910000000000000142e+00 2.747273374314021521e-01
5.919999999999999929e+00 2.782755194485113104e-01
5.929999999999999716e+00 2.818163161697694319e-01
5.940000000000000391e+00 2.853493543946530320e-01
5.950000000000000178e+00 2.902642328341269451e-01
5.959999999999999964e+00 2.937745306892300956e-01
5.969999999999999751e+00 2.972758807923115976e-01
5.980000000000000426e+00 3.007679373672971224e-01
5.990000000000000213e+00 3.042503611625176352e-01
6.000000000000000000e+00 3.063645205661503224e-01
6.019999999999999574e+00 3.132915911580601565e-01
6.040000000000000036e+00 3.201753328976252866e-01
6.059999999999999609e+00 3.256916788420126663e-01
6.080000000000000071e+00 3.311841327639872268e-01
6.099999999999999645e+00 3.366512921438145622e-01
6.120000000000000107e+00 3.420918019158885603e-01
6.139999999999999680e+00 3.475043555052311772e-01
6.160000000000000142e+00 3.528876957247722990e-01
6.179999999999999716e+00 3.569771619147784070e-01
6.200000000000000178e+00 3.623096611256651500e-01
6.219999999999999751e+00 3.663641311895202701e-01
6.240000000000000213e+00 3.704034339826331457e-01
6.259999999999999787e+00 3.756585375563688545e-01
6.280000000000000249e+00 3.796586084486071599e-01
6.299999999999999822e+00 3.836417126113321752e-01
6.320000000000000284e+00 3.871240470491988384e-01
6.339999999999999858e+00 3.915549691994498760e-01
6.360000000000000320e+00 3.954841399134549351e-01
6.379999999999999893e+00 3.982077672418233294e-01
6.400000000000000355e+00 4.021064981352183709e-01
6.419999999999999929e+00 4.059855171672685503e-01
6.440000000000000391e+00 4.098444079104496818e-01
6.459999999999999964e+00 4.125235368287348270e-01
6.480000000000000426e+00 4.163492057350293707e-01
6.500000000000000000e+00 4.190063099355111897e-01
