0.000000000000000000e+00 -7.540192012823299095e-01
1.000000000000000021e-02 -7.545299001130523209e-01
2.000000000000000042e-02 -7.560357668848475265e-01
2.999999999999999889e-02 -7.584631923754586724e-01
4.000000000000000083e-02 -7.617044896408030619e-01
5.000000000000000278e-02 -7.656347945826472712e-01
5.999999999999999778e-02 -7.701277798548696873e-01
7.000000000000000666e-02 -7.750671632278390843e-01
8.000000000000000167e-02 -7.803531906034318899e-01
8.999999999999999667e-02 -7.859048241732153883e-01
1.000000000000000056e-01 -7.916590045592242220e-01
