0.000000000000000000e+00 -1.015692193816530775e+01 1.500000146268725132e+00 -1.499334717923539451e-01
1.000000000000000056e-01 -1.000767157334951740e+01 1.485007325525860677e+00 -1.499229430649362538e-01
2.000000000000000111e-01 -9.859920437964378337e+00 1.470015557655738103e+00 -1.499124143375185347e-01
3.000000000000000444e-01 -9.713668409817422855e+00 1.455025349814127678e+00 -1.498917424946899501e-01
4.000000000000000222e-01 -9.568915287311792639e+00 1.440037562665299475e+00 -1.498640004818719007e-01
5.000000000000000000e-01 -9.425660792489219730e+00 1.425052919370663584e+00 -1.498288654108392293e-01
6.000000000000000888e-01 -9.283904575203168363e+00 1.410072123110692299e+00 -1.497870597885863631e-01
7.000000000000000666e-01 -9.143646218338741249e+00 1.395095812700946070e+00 -1.497391484063426426e-01
8.000000000000000444e-01 -9.004885243971454400e+00 1.380124563036977614e+00 -1.496858448730265245e-01
9.000000000000000222e-01 -8.867621120336549367e+00 1.365158875216820888e+00 -1.496279115301080431e-01
1.000000000000000000e+00 -8.731853269462288125e+00 1.350199171370797924e+00 -1.495661653903512245e-01
1.100000000000000089e+00 -8.597581075300677611e+00 1.335245790376155650e+00 -1.495014545024940522e-01
1.200000000000000178e+00 -8.464803892177517497e+00 1.320298985667704761e+00 -1.494346396665236221e-01
1.300000000000000044e+00 -8.333521053366157005e+00 1.305358924988749170e+00 -1.493665739125926983e-01
1.400000000000000133e+00 -8.203731879582470299e+00 1.290425692228698518e+00 -1.492980812884159569e-01
1.500000000000000000e+00 -8.075435687188686984e+00 1.275499291420536307e+00 -1.492299348748283017e-01
1.600000000000000089e+00 -7.948631795888048579e+00 1.260579652921802518e+00 -1.491628350998473740e-01
1.700000000000000178e+00 -7.823319535691842574e+00 1.245666641797491314e+00 -1.490973873863765953e-01
1.800000000000000044e+00 -7.699498252938033360e+00 1.230760068388692341e+00 -1.490340807896029240e-01
1.900000000000000133e+00 -7.577167315146570381e+00 1.215859701005932658e+00 -1.489732668655907866e-01
2.000000000000000000e+00 -7.456326114501258040e+00 1.200965280690797554e+00 -1.489151394371113490e-01
2.100000000000000089e+00 -7.336974069756960759e+00 1.186076537919191098e+00 -1.488597159950176552e-01
2.200000000000000178e+00 -7.219110626385107032e+00 1.171193211116999811e+00 -1.488068200488078252e-01
2.300000000000000266e+00 -7.102735254783064889e+00 1.156315066829658234e+00 -1.487560656980234375e-01
2.400000000000000355e+00 -6.987847446392541961e+00 1.141441921341362464e+00 -1.487068440678920023e-01
2.500000000000000000e+00 -6.874446707592144712e+00 1.126573663532504765e+00 -1.486583121092623638e-01
2.600000000000000089e+00 -6.762532551252625979e+00 1.111710278726039114e+00 -1.486093840200529426e-01
2.700000000000000178e+00 -6.652104485869045902e+00 1.096851873256302845e+00 -1.485587253746699365e-01
2.800000000000000266e+00 -6.543162002212186579e+00 1.081998699461861335e+00 -1.485047505141622037e-01
2.900000000000000355e+00 -6.435704557472300635e+00 1.067151180798676435e+00 -1.484456227495380698e-01
3.000000000000000000e+00 -6.329731556898926748e+00 1.052309936741281149e+00 -1.483792583983680469e-01
3.100000000000000089e+00 -6.225242332975962078e+00 1.037475807126253535e+00 -1.483033339021820607e-01
3.200000000000000178e+00 -6.122236122204367526e+00 1.022649875590472490e+00 -1.482152968134363424e-01
3.300000000000000266e+00 -6.020712039601566090e+00 1.007833491743768128e+00 -1.481123801206528368e-01
3.400000000000000355e+00 -5.920669051061699939e+00 9.930282917145534238e-01 -1.479916204636402000e-01
3.500000000000000000e+00 -5.822105943757741819e+00 9.782362167127629515e-01 -1.478498795721707448e-01
3.600000000000000089e+00 -5.725021294800550997e+00 9.634595292687950785e-01 -1.476838693071834407e-01
3.700000000000000178e+00 -5.629413438404395897e+00 9.487008268124155208e-01 -1.474901798204085457e-01
3.800000000000000266e+00 -5.535280431840304161e+00 9.339630522889661446e-01 -1.472653106485775909e-01
3.900000000000000355e+00 -5.442620020487716204e+00 9.192495015321576757e-01 -1.470057044875929531e-01
4.000000000000000000e+00 -5.351429602321382539e+00 9.045638271500643368e-01 -1.467077831542738797e-01
4.100000000000000533e+00 -5.261706192192604270e+00 8.899100387208984664e-01 -1.463679854290410309e-01
4.200000000000000178e+00 -5.173446386281911558e+00 8.752924991504601460e-01 -1.459828059797279864e-01
4.299999999999999822e+00 -5.086646327112397614e+00 8.607159170834906003e-01 -1.455488353596655349e-01
4.400000000000000355e+00 -5.001301669521604154e+00 8.461853353247843490e-01 -1.450627998144581043e-01
4.500000000000000000e+00 -4.917407547989767203e+00 8.317061152963438619e-01 -1.445216007543524694e-01
4.600000000000000533e+00 -4.834958545717954692e+00 8.172839175993643623e-01 -1.439223531852339144e-01
4.700000000000000178e+00 -4.753948665838848342e+00 8.029246788337511820e-01 -1.432624221270316356e-01
4.800000000000000711e+00 -4.674371305124214615e+00 7.886345848778346657e-01 -1.425394569912973031e-01
4.900000000000000355e+00 -4.596219230530434352e+00 7.744200409072869995e-01 -1.417514224196563810e-01
5.000000000000000000e+00 -4.519484558891632808e+00 7.602876384704297941e-01 -1.408966263174880884e-01
5.100000000000000533e+00 -4.444158740037240207e+00 7.462441200067797542e-01 -1.399737429555124590e-01
5.200000000000000178e+00 -4.370232543567184713e+00 7.322963412359577706e-01 -1.389818324609269906e-01
5.300000000000000711e+00 -4.297696049476313007e+00 7.184512318772422468e-01 -1.379203547133832641e-01
5.400000000000000355e+00 -4.226538642769062548e+00 7.047157551986864554e-01 -1.367891788577329515e-01
5.500000000000000000e+00 -4.156749012157292533e+00 6.910968668985977281e-01 -1.355885871440419832e-01
5.600000000000000533e+00 -4.088315152880872994e+00 6.776014738526153769e-01 -1.343192737756048194e-01
5.700000000000000178e+00 -4.021224373639257443e+00 6.642363932320578535e-01 -1.329823386355476478e-01
5.800000000000000711e+00 -3.955463307571262188e+00 6.510083125075065702e-01 -1.315792758554766850e-01
5.900000000000000355e+00 -3.891017927170057789e+00 6.379237508138427826e-01 -1.301119580177983182e-01
6.000000000000000000e+00 -3.827873562974824839e+00 6.249890221302204507e-01 -1.285826156546486798e-01
6.100000000000000533e+00 -3.766014925836040472e+00 6.122102006858203271e-01 -1.269938132333513492e-01
6.200000000000000178e+00 -3.705426132514092252e+00 5.995930889485151516e-01 -1.253484215127541601e-01
6.300000000000000711e+00 -3.646090734336386863e+00 5.871431885097380121e-01 -1.236495872627861869e-01
6.400000000000000355e+00 -3.587991748610676712e+00 5.748656741149441585e-01 -1.219007006330934256e-01
6.500000000000000000e+00 -3.531111692469537822e+00 5.627653710359319383e-01 -1.201053609471535166e-01
6.600000000000000533e+00 -3.475432618805054386e+00 5.508467359099973315e-01 -1.182673415715372878e-01
6.700000000000000178e+00 -3.420936153942765401e+00 5.391138411272740072e-01 -1.163905540829289903e-01
6.800000000000000711e+00 -3.367603536698563715e+00 5.275703627756448411e-01 -1.144790129496530279e-01
6.900000000000000355e+00 -3.315415658464958337e+00 5.162195721043508767e-01 -1.125368004762265645e-01
7.000000000000000000e+00 -3.264353103978098414e+00 5.050643304208838336e-01 -1.105680331931151589e-01
7.100000000000000533e+00 -3.214396192429197718e+00 4.941070872849069318e-01 -1.085768295264221278e-01
7.200000000000000178e+00 -3.165525018598428719e+00 4.833498818296173560e-01 -1.065672795793691924e-01
7.300000000000000711e+00 -3.117719493708963618e+00 4.727943470036690687e-01 -1.045434169395952489e-01
7.400000000000000355e+00 -3.070959385720081425e+00 4.624417165060970558e-01 -1.025091930118463834e-01
7.500000000000000000e+00 -3.025224358802612645e+00 4.522928341624691262e-01 -1.004684538607135968e-01
7.600000000000000533e+00 -2.980494011765538076e+00 4.423481654803302909e-01 -9.842491978206072134e-02
7.700000000000000178e+00 -2.936747915229399375e+00 4.326078111126238079e-01 -9.638216757207099250e-02
7.800000000000000711e+00 -2.893965647369284078e+00 4.230715219568195185e-01 -9.434361554401296535e-02
7.900000000000000355e+00 -2.852126828077512499e+00 4.137387156166746904e-01 -9.231251125888439990e-02
8.000000000000000000e+00 -2.811211151422819743e+00 4.046084939703822325e-01 -9.029192166696485555e-02
8.099999999999999645e+00 -2.771198416308079615e+00 3.956796615848170440e-01 -8.828472604434042803e-02
8.200000000000001066e+00 -2.732068555254449027e+00 3.869507447414600732e-01 -8.629361082279528306e-02
8.300000000000000711e+00 -2.693801661261254754e+00 3.784200108540549667e-01 -8.432106692530835779e-02
